青春里的花火，记忆里的回路,祭司之命,穿越人海,张杰,穿越三部曲,2009-11-02
青春里的花火，记忆里的回路,祭司之命,齐天大盛,至上励合,齐天大盛,2009-12-13
青春里的花火，记忆里的回路,祭司之命,无主情话,至上励合,4OUR MEN,2014-12-01
青春里的花火，记忆里的回路,祭司之命,想唱就唱,张含韵,我很张含韵,2005-07-01
青春里的花火，记忆里的回路,祭司之命,快乐由我,群星,热门华语240,2014-01-01
青春里的花火，记忆里的回路,祭司之命,快乐出发,李宇春，张杰，苏醒，王栎鑫，魏晨，谭维维，许飞，厉娜，张翰，朱梓骁，郑爽，俞灏明，至上励合，曾轶可，江映蓉，李霄云，刘惜君，郁可唯,快乐出发,2009-12-31
青春里的花火，记忆里的回路,祭司之命,我最闪亮,许飞,热门华语260,2014-01-01
青春里的花火，记忆里的回路,祭司之命,唱得响亮(童声版),群星,唱得响亮,2006-08-04
青春里的花火，记忆里的回路,祭司之命,千方百计,魏晨,千方百计,2010-07-19
青春里的花火，记忆里的回路,祭司之命,倾国倾城,陈楚生,热门华语187,2013-01-01
青春里的花火，记忆里的回路,祭司之命,星空物语,张翰，朱梓骁，魏晨，俞灏明,一起来看流星雨 原声音乐辑,2009-08-08
青春里的花火，记忆里的回路,祭司之命,爱的华尔兹,郑爽，俞灏明,一起来看流星雨 原声音乐辑,2009-08-08
青春里的花火，记忆里的回路,祭司之命,下一站永远,至上励合,降临,2008-10-26
青春里的花火，记忆里的回路,祭司之命,易燃易爆炸,陈粒,2017快乐男声全国赛 第三期,2017-06-23
青春里的花火，记忆里的回路,祭司之命,暴雨纪念日,胡灵,2006超级女声长沙唱区×10强,2006-09-02
青春里的花火，记忆里的回路,祭司之命,我要的飞翔,许飞,二十六度,2010-08-26
青春里的花火，记忆里的回路,祭司之命,你好,周杰伦,安又琪,Angela,2004-12-01
青春里的花火，记忆里的回路,祭司之命,把握你的美,江映蓉,坏天使,2010-09-13
青春里的花火，记忆里的回路,祭司之命,还好有你在,至上励合,还好有你在,2012-10-29
青春里的花火，记忆里的回路,祭司之命,和你一样(Live) - live,李宇春,N+1 Evolution 珍藏版,2008-12-10
青春里的花火，记忆里的回路,祭司之命,残忍的缠绵,刘忻,小时代 电影原声带,2013-06-27
青春里的花火，记忆里的回路,祭司之命,流星雨又来临,魏晨,千方百计,2010-07-19
青春里的花火，记忆里的回路,祭司之命,你是我的风景,何洁,想要回到 何洁,2010-09-09
青春里的花火，记忆里的回路,祭司之命,你一定要幸福,何洁,美丽分贝 原声大碟,2007-02-12
青春里的花火，记忆里的回路,祭司之命,烟火里的尘埃,华晨宇,烟火里的尘埃,2014-08-26
青春里的花火，记忆里的回路,祭司之命,安塔利亚的瞬间,Reborn,快乐成双,2007-06-20
青春里的花火，记忆里的回路,祭司之命,酸酸甜甜就是我,张含韵,我很张含韵,2005-07-01
青春里的花火，记忆里的回路,祭司之命,下个，路口，见,李宇春,李宇春 同名专辑,2009-12-22
青春里的花火，记忆里的回路,祭司之命,让我为你唱首歌,张翰，朱梓骁，魏晨，俞灏明,一起来看流星雨 原声音乐辑,2009-08-08
青春里的花火，记忆里的回路,祭司之命,有没有人告诉你,陈楚生,快乐男声陈楚生歌曲,2007-07-03
青春里的花火，记忆里的回路,祭司之命,Good Night My Love,魏晨，尚雯婕,Good Night My Love,2014-02-05
青春里的花火，记忆里的回路,祭司之命,想唱就唱之狂梦霓虹,2016超级女声,2016超级女声,2016-07-19
青春里的花火，记忆里的回路,祭司之命,1987我不知会遇见你,李宇春,1987我不知会遇见你,2014-07-30
青春里的花火，记忆里的回路,祭司之命,对不起，只是忽然很想你,李宇春,会跳舞的文艺青年,2011-04-12
